,Case_Number,Case_NumberAlt,Reported_Date,Occurred_Date,NIBRS_Crime_Against,Offense_Category,Offense,Problem_Initial,Problem_Final,Address,Precinct,Neighborhood,Latitude,Longitude,Date_Occurred,Time_Occurred,Date_Reported,Time_Reported
44271,19-704197,MP2019704197,2019-07-16 10:14:00+00:00,2019-07-16 08:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-07-16,08:00:00,2019-07-16,10:14:00
44331,19-006587,MP20196587,2019-01-07 21:11:00+00:00,2019-01-06 20:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2019-01-06,20:00:00,2019-01-07,21:11:00
44371,22-113565,MP2022113565,2022-05-26 13:14:00+00:00,2022-05-25 17:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0038XX 24TH AVE S,3.0,Standish,44.93321,-93.23719,2022-05-25,17:00:00,2022-05-26,13:14:00
44457,19-701701,MP2019701701,2019-04-07 19:55:00+00:00,2019-04-05 15:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2019-04-05,15:00:00,2019-04-07,19:55:00
44523,22-033755,MP202233755,2022-02-16 21:04:00+00:00,2022-02-16 21:04:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft (P),Theft (P),0041XX 31ST AVE S,3.0,Standish,44.92778,-93.22703,2022-02-16,21:04:00,2022-02-16,21:04:00
44631,22-067758,MP202267758,2022-04-01 12:35:00+00:00,2022-04-01 12:00:00+00:00,Person ,Assault Offenses ,Intimidation ,Threats (P),Threats (P),0041XX NOKOMIS AVE S,3.0,Standish,44.92778,-93.2283,2022-04-01,12:00:00,2022-04-01,12:35:00
44779,22-709598,MP2022709598,2022-08-22 19:18:00+00:00,2022-08-22 06:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-08-22,06:00:00,2022-08-22,19:18:00
44940,20-319289,MP2020319289,2020-12-26 17:41:00+00:00,2020-12-26 15:28:00+00:00,Person ,Assault Offenses ,Simple Assault ,Assault in Progress (P),Assault Report Only (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-12-26,15:28:00,2020-12-26,17:41:00
44982,21-228913,MP2021228913,2021-10-05 10:13:00+00:00,2021-10-05 10:10:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng In Progress (P),Burglary Dwlng In Progress (P),0037XX 19TH AVE S,3.0,Standish,44.93502,-93.2448,2021-10-05,10:10:00,2021-10-05,10:13:00
45010,20-256501,MP2020256501,2020-10-05 05:54:00+00:00,2020-10-05 04:07:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Theft (P),Theft (P),0036XX 19TH AVE S,3.0,Standish,44.93682,-93.24481,2020-10-05,04:07:00,2020-10-05,05:54:00
45115,22-008731,MP20228731,2022-01-13 15:51:00+00:00,2022-01-08 20:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0040XX 31ST AVE S,3.0,Standish,44.92958,-93.22703,2022-01-08,20:00:00,2022-01-13,15:51:00
45146,20-708611,MP2020708611,2020-12-13 09:22:00+00:00,2020-12-08 21:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-12-08,21:00:00,2020-12-13,09:22:00
45292,22-701634,MP2022701634,2022-02-16 15:02:00+00:00,2020-05-01 00:00:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-05-01,00:00:00,2022-02-16,15:02:00
45434,22-711273,MP2022711273,2022-09-28 09:49:00+00:00,2022-09-28 00:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2022-09-28,00:00:00,2022-09-28,09:49:00
45439,20-127648,MP2020127648,2020-05-13 21:07:00+00:00,2020-05-13 19:48:00+00:00,Person ,Assault Offenses ,Simple Assault ,Domestic Abuse-In Progress (P),Domestic Abuse-In Progress (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-05-13,19:48:00,2020-05-13,21:07:00
45475,19-238458,MP2019238458,2019-08-10 14:19:00+00:00,2019-08-10 13:05:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Retrieve Prop/Dom Situation(P),Retrieve Prop/Dom Situation(P),0040XX STANDISH AVE,3.0,Standish,44.92961,-93.23973,2019-08-10,13:05:00,2019-08-10,14:19:00
45612,19-014458,MP201914458,2019-01-15 20:12:00+00:00,2019-01-14 15:00:00+00:00,Person ,Sex Offenses ,Sex Offenses,Crim Sex Conduct/Report (P),Crim Sex Conduct/Report (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-01-14,15:00:00,2019-01-15,20:12:00
45868,19-333511,MP2019333511,2019-11-07 02:24:00+00:00,2019-11-06 01:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng In Progress (P),Burglary Dwlng In Progress (P),0042XX 24TH AVE S,3.0,Standish,44.926,-93.23721,2019-11-06,01:00:00,2019-11-07,02:24:00
45870,19-704919,MP2019704919,2019-08-12 15:27:00+00:00,2019-08-10 14:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-08-10,14:00:00,2019-08-12,15:27:00
46134,19-707456,MP2019707456,2019-11-18 09:51:00+00:00,2019-10-04 12:00:00+00:00,Property ,Fraud Offenses ,False Pretenses/Swindle/Confidence Game ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2019-10-04,12:00:00,2019-11-18,09:51:00
46168,21-228310,MP2021228310,2021-10-04 18:00:00+00:00,2021-10-04 18:00:00+00:00,Property ,Robbery ,Robbery ,Robbery of Biz In Progress (P),Robbery of Biz In Progress (P),0042XX 28TH AVE S,3.0,Standish,44.92599,-93.23213,2021-10-04,18:00:00,2021-10-04,18:00:00
46248,19-131708,MP2019131708,2019-05-10 00:15:00+00:00,2019-05-09 23:30:00+00:00,Society ,Drug/Narcotic Offenses ,Drug/Narcotic Violations ,Miscellaneous (P),Miscellaneous (P),0037XX 22ND AVE S,3.0,Standish,44.93501,-93.24099,2019-05-09,23:30:00,2019-05-10,00:15:00
46605,22-089685,MP202289685,2022-04-29 05:58:00+00:00,2022-04-29 05:58:00+00:00,Person ,Assault Offenses ,Intimidation ,Domestic Abuse-In Progress (P),Domestic Abuse-In Progress (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-04-29,05:58:00,2022-04-29,05:58:00
46624,20-294005,MP2020294005,2020-11-21 06:34:00+00:00,2020-11-21 03:19:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Theft (P),Theft (P),0040XX 22ND AVE S,3.0,Standish,44.92961,-93.24099,2020-11-21,03:19:00,2020-11-21,06:34:00
46841,22-009635,MP20229635,2022-01-14 19:29:00+00:00,2022-01-14 19:29:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0040XX 30TH AVE S,3.0,Standish,44.92959,-93.22957,2022-01-14,19:29:00,2022-01-14,19:29:00
46982,19-708268,MP2019708268,2019-12-26 17:27:00+00:00,2019-12-25 19:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-12-25,19:30:00,2019-12-26,17:27:00
47026,20-701342,MP2020701342,2020-03-10 16:03:00+00:00,2020-03-10 12:50:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-03-10,12:50:00,2020-03-10,16:03:00
47189,22-705215,MP2022705215,2022-05-23 17:17:00+00:00,2022-05-17 18:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2022-05-17,18:00:00,2022-05-23,17:17:00
47408,20-293220,MP2020293220,2020-11-20 12:10:00+00:00,2020-11-20 06:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2020-11-20,06:00:00,2020-11-20,12:10:00
47709,22-710764,MP2022710764,2022-09-18 16:18:00+00:00,2022-09-18 11:59:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-09-18,11:59:00,2022-09-18,16:18:00
48146,22-111882,MP2022111882,2022-05-24 11:04:00+00:00,2022-05-24 11:04:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-In Progress(P),Damage Property-In Progress(P),0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2022-05-24,11:04:00,2022-05-24,11:04:00
48232,21-703593,MP2021703593,2021-05-26 08:36:00+00:00,2021-05-25 00:00:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-05-25,00:00:00,2021-05-26,08:36:00
48271,21-099390,MP202199390,2021-05-11 14:30:00+00:00,2021-05-05 18:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 22ND AVE S,3.0,Standish,44.92961,-93.24099,2021-05-05,18:00:00,2021-05-11,14:30:00
48293,19-262585,MP2019262585,2019-08-31 16:40:00+00:00,2019-08-31 12:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2019-08-31,12:00:00,2019-08-31,16:40:00
48349,21-028583,MP202128583,2021-02-09 20:24:00+00:00,2021-02-09 19:47:00+00:00,Person ,Assault Offenses ,Simple Assault ,Assault Report Only (P),Assault Report Only (P),0041XX CEDAR AVE S,3.0,Standish,44.92781,-93.24732,2021-02-09,19:47:00,2021-02-09,20:24:00
48451,22-707975,MP2022707975,2022-07-20 13:04:00+00:00,2022-07-16 10:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-07-16,10:00:00,2022-07-20,13:04:00
48460,20-065200,MP202065200,2020-03-11 05:02:00+00:00,2020-03-10 22:00:00+00:00,Society ,Drug/Narcotic Offenses ,Drug/Narcotic Violations ,Unknown Trouble (P),Domestic Abuse-In Progress (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-03-10,22:00:00,2020-03-11,05:02:00
48604,22-226675,MP2022226675,2022-09-24 14:17:00+00:00,2022-09-24 14:15:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,On Site (P),Damage Property-In Progress(P),29TH AVE S / 38TH ST E,3.0,Standish,44.93412,-93.23085,2022-09-24,14:15:00,2022-09-24,14:17:00
48717,20-050456,MP202050456,2020-02-25 08:24:00+00:00,2020-02-25 07:47:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Emotionally Disturb Person (P),Emotionally Disturb Person (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-02-25,07:47:00,2020-02-25,08:24:00
48789,21-028297,MP202128297,2021-02-09 12:00:00+00:00,2021-02-05 12:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 26TH AVE S,3.0,Standish,44.9314,-93.23465,2021-02-05,12:00:00,2021-02-09,12:00:00
48880,21-247455,MP2021247455,2021-10-27 08:59:00+00:00,2021-10-26 22:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0019XX 38TH ST E,3.0,Standish,44.93411,-93.24417,2021-10-26,22:00:00,2021-10-27,08:59:00
48907,19-347332,MP2019347332,2019-11-21 22:29:00+00:00,2019-11-21 18:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0018XX 39TH ST E,3.0,Standish,44.93228,-93.24797,2019-11-21,18:00:00,2019-11-21,22:29:00
49447,19-100940,MP2019100940,2019-04-10 12:00:00+00:00,2019-04-10 12:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Domestic Abuse-In Progress (P),Domestic with Weapons (P),0035XX 24TH AVE S,3.0,Standish,44.93863,-93.2372,2019-04-10,12:00:00,2019-04-10,12:00:00
49449,21-003005,MP20213005,2021-01-05 11:00:00+00:00,2021-01-04 21:15:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Theft - Report Only (P),Theft - Report Only (P),0038XX LONGFELLOW AVE,3.0,Standish,44.93321,-93.24607,2021-01-04,21:15:00,2021-01-05,11:00:00
49514,22-006851,MP20226851,2022-01-10 19:42:00+00:00,2022-01-10 19:42:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0040XX 24TH AVE S,3.0,Standish,44.9296,-93.23719,2022-01-10,19:42:00,2022-01-10,19:42:00
49692,19-706828,MP2019706828,2019-10-23 16:06:00+00:00,2019-10-16 23:45:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-10-16,23:45:00,2019-10-23,16:06:00
49842,22-224747,MP2022224747,2022-09-22 11:16:00+00:00,2022-09-22 00:08:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0037XX 28TH AVE S,3.0,Standish,44.93502,-93.23211,2022-09-22,00:08:00,2022-09-22,11:16:00
49984,19-297311,MP2019297311,2019-09-30 16:46:00+00:00,2019-09-29 19:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0038XX 27TH AVE S,3.0,Standish,44.93321,-93.23338,2019-09-29,19:00:00,2019-09-30,16:46:00
50007,22-209629,MP2022209629,2022-09-07 13:24:00+00:00,2022-09-07 13:24:00+00:00,Society ,Weapon Law Violations ,Weapon Law Violations ,Slumper (P),Slumper (P),0038XX 26TH AVE S,3.0,Standish,44.93321,-93.23465,2022-09-07,13:24:00,2022-09-07,13:24:00
50014,20-056477,MP202056477,2020-03-02 20:32:00+00:00,2020-03-02 04:10:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0038XX 28TH AVE S,3.0,Standish,44.93321,-93.23211,2020-03-02,04:10:00,2020-03-02,20:32:00
50296,19-135228,MP2019135228,2019-05-13 22:18:00+00:00,2019-04-02 00:01:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0036XX 27TH AVE S,3.0,Standish,44.93682,-93.23339,2019-04-02,00:01:00,2019-05-13,22:18:00
50454,22-164919,MP2022164919,2022-07-19 22:57:00+00:00,2022-07-19 22:57:00+00:00,Person ,Assault Offenses ,Simple Assault ,Robbery of Person (P),Robbery of Person (P),0039XX CEDAR AVE S,3.0,Standish,44.9314,-93.24733,2022-07-19,22:57:00,2022-07-19,22:57:00
50537,21-163643,MP2021163643,2021-07-23 15:51:00+00:00,2021-07-22 17:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0039XX 23RD AVE S,3.0,Standish,44.93141,-93.23846,2021-07-22,17:00:00,2021-07-23,15:51:00
50600,19-213701,MP2019213701,2019-07-20 12:42:00+00:00,2019-07-20 01:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0040XX LONGFELLOW AVE,3.0,Standish,44.92962,-93.24606,2019-07-20,01:30:00,2019-07-20,12:42:00
50653,20-703304,MP2020703304,2020-06-18 13:44:00+00:00,2020-06-17 03:15:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2020-06-17,03:15:00,2020-06-18,13:44:00
50678,21-187886,MP2021187886,2021-08-20 21:15:00+00:00,2021-08-20 08:45:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-08-20,08:45:00,2021-08-20,21:15:00
50773,22-145473,MP2022145473,2022-06-29 09:05:00+00:00,2022-06-09 08:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0023XX 36TH ST E,3.0,Standish,44.93773,-93.23805,2022-06-09,08:00:00,2022-06-29,09:05:00
50803,20-216399,MP2020216399,2020-08-21 00:00:00+00:00,2020-08-21 00:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Domestic Abuse Report Only (P),Domestic Abuse Report Only (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-08-21,00:00:00,2020-08-21,00:00:00
50814,20-703571,MP2020703571,2020-06-29 15:00:00+00:00,2020-06-16 18:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-06-16,18:00:00,2020-06-29,15:00:00
50838,20-004826,MP20204826,2020-01-06 16:44:00+00:00,2020-01-06 15:05:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0021XX 36TH ST E,3.0,Standish,44.93773,-93.24142,2020-01-06,15:05:00,2020-01-06,16:44:00
51048,21-187927,MP2021187927,2021-08-20 10:09:00+00:00,2021-08-20 01:00:00+00:00,Property ,Robbery ,Robbery ,Robbery Dwlng/Person Rpt (P),Robbery Dwlng/Person Rpt (P),0039XX 23RD AVE S,3.0,Standish,44.93141,-93.23846,2021-08-20,01:00:00,2021-08-20,10:09:00
51142,19-262291,MP2019262291,2019-08-31 09:42:00+00:00,2019-08-31 08:01:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Auto Theft (P),Auto Theft (P),0030XX 39TH ST E,3.0,Standish,44.93231,-93.22896,2019-08-31,08:01:00,2019-08-31,09:42:00
51174,21-008992,MP20218992,2021-01-13 18:09:00+00:00,2021-01-13 18:09:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-01-13,18:09:00,2021-01-13,18:09:00
51331,22-214590,MP2022214590,2022-09-11 19:59:00+00:00,2022-09-11 16:58:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Auto Theft (P),Auto Theft (P),0039XX 31ST AVE S,3.0,Standish,44.93098,-93.22719,2022-09-11,16:58:00,2022-09-11,19:59:00
51351,19-702065,MP2019702065,2019-04-24 13:48:00+00:00,2019-04-22 08:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Building ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-04-22,08:00:00,2019-04-24,13:48:00
51426,20-118744,MP2020118744,2020-05-05 02:23:00+00:00,2020-05-04 23:25:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Personal Injury Accident (PFE),Shooting (PFE),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2020-05-04,23:25:00,2020-05-05,02:23:00
51491,19-345387,MP2019345387,2019-11-19 22:06:00+00:00,2019-11-19 16:30:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 30TH AVE S,3.0,Standish,44.92778,-93.22957,2019-11-19,16:30:00,2019-11-19,22:06:00
51675,21-704745,MP2021704745,2021-07-02 10:25:00+00:00,2021-06-26 12:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-06-26,12:30:00,2021-07-02,10:25:00
51759,22-179276,MP2022179276,2022-08-04 03:36:00+00:00,2022-08-04 03:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Burglary Biz - In Progress (P),Damage Property-In Progress(P),38TH ST E / 27TH AVE S,3.0,Standish,44.93412,-93.23339,2022-08-04,03:00:00,2022-08-04,03:36:00
51994,19-705268,MP2019705268,2019-08-26 12:13:00+00:00,2019-08-24 21:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-08-24,21:30:00,2019-08-26,12:13:00
52005,21-128998,MP2021128998,2021-06-13 15:20:00+00:00,2021-06-12 23:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-06-12,23:00:00,2021-06-13,15:20:00
52028,21-103751,MP2021103751,2021-05-16 08:36:00+00:00,2021-05-15 20:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0039XX 28TH AVE S,3.0,Standish,44.9314,-93.23211,2021-05-15,20:00:00,2021-05-16,08:36:00
52029,21-704692,MP2021704692,2021-07-01 07:14:00+00:00,2021-06-30 18:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2021-06-30,18:00:00,2021-07-01,07:14:00
52044,22-126834,MP2022126834,2022-06-09 22:10:00+00:00,2022-06-09 16:19:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Domestic Abuse-In Progress (P),Domestic Abuse-In Progress (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-06-09,16:19:00,2022-06-09,22:10:00
52168,21-274683,MP2021274683,2021-11-30 07:49:00+00:00,2021-11-29 20:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Theft - Report Only (P),Theft - Report Only (P),0018XX 36TH ST E,3.0,Standish,44.93773,-93.24671,2021-11-29,20:00:00,2021-11-30,07:49:00
52198,19-277080,MP2019277080,2019-09-13 02:55:00+00:00,2019-09-12 22:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2019-09-12,22:00:00,2019-09-13,02:55:00
52383,19-238383,MP2019238383,2019-08-10 11:42:00+00:00,2019-08-09 08:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Domestic Abuse Report Only (P),Domestic Abuse Report Only (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-08-09,08:00:00,2019-08-10,11:42:00
52544,20-006991,MP20206991,2020-01-07 05:57:00+00:00,2019-07-07 17:41:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0039XX 27TH AVE S,3.0,Standish,44.93141,-93.23338,2019-07-07,17:41:00,2020-01-07,05:57:00
52773,19-143921,MP2019143921,2019-05-21 19:50:00+00:00,2019-05-21 13:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0039XX 28TH AVE S,3.0,Standish,44.9314,-93.23211,2019-05-21,13:00:00,2019-05-21,19:50:00
52899,20-291552,MP2020291552,2020-11-18 02:07:00+00:00,2020-11-18 01:38:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Down Outside-One (PE),Down Outside-One (PE),0024XX 38TH ST E,3.0,Standish,44.93411,-93.23655,2020-11-18,01:38:00,2020-11-18,02:07:00
